1, zh, 2, 6, azbio_mandarin/AzBio_Mandarin_10dBSNR_List2_Sentence-06.wav, 他 企图 把 锁 撬开 但 失败了
1, zh, 2, 7, azbio_mandarin/AzBio_Mandarin_10dBSNR_List2_Sentence-07.wav, 这周 轮到 谁 打扫 厕所了
1, zh, 2, 8, azbio_mandarin/AzBio_Mandarin_10dBSNR_List2_Sentence-08.wav, 需要 多长 时间 才能 将 电池 充满
1, zh, 2, 9, azbio_mandarin/AzBio_Mandarin_10dBSNR_List2_Sentence-09.wav, 我 十天 之内 肯定 给你 答复
1, zh, 2, 10, azbio_mandarin/AzBio_Mandarin_10dBSNR_List2_Sentence-10.wav, 医生 告诉 我 靠 吃药 不能 去 病根
1, zh, 2, 11, azbio_mandarin/AzBio_Mandarin_10dBSNR_List2_Sentence-11.wav, 他 英语 说得 一点 也不 流利
1, zh, 2, 12, azbio_mandarin/AzBio_Mandarin_10dBSNR_List2_Sentence-12.wav, 我 穿 太 多了 行动 不便
1, zh, 2, 13, azbio_mandarin/AzBio_Mandarin_10dBSNR_List2_Sentence-13.wav, 晚上 七点 我们 广场 集合
1, zh, 2, 14, azbio_mandarin/AzBio_Mandarin_10dBSNR_List2_Sentence-14.wav, 海豚的 智商 比 很多 动物 都 高
1, zh, 2, 15, azbio_mandarin/AzBio_Mandarin_10dBSNR_List2_Sentence-15.wav, 白酒 里面 不 应该 有 醋的 味道
1, zh, 2, 16, azbio_mandarin/AzBio_Mandarin_10dBSNR_List2_Sentence-16.wav, 我 希望 能 将 这个 习惯 坚持 下来
1, zh, 2, 17, azbio_mandarin/AzBio_Mandarin_10dBSNR_List2_Sentence-17.wav, 这番 话 都是 我的 经验 总结 啊
1, zh, 2, 18, azbio_mandarin/AzBio_Mandarin_10dBSNR_List2_Sentence-18.wav, 他 把 剩下的 午饭 喂 狗了
1, zh, 2, 19, azbio_mandarin/AzBio_Mandarin_10dBSNR_List2_Sentence-19.wav, 这个 房间 给 人的 感觉 有点 冷清
1, zh, 2, 20, azbio_mandarin/AzBio_Mandarin_10dBSNR_List2_Sentence-20.wav, 不是 所有 人的 工作 都与 专业 有关
